id_from;id_to;name_from;name_to;cost
1;2;Авиастроительная;Северный вокзал;152
2;3;Северный вокзал;Яшьлек;122
3;4;Яшьлек;Козья слобода;126
4;5;Козья слобода;Кремлёвская;160
5;6;Кремлёвская;Площадь Тукая;115
6;7;Площадь Тукая;Суконная слобода;112
7;8;Суконная слобода;Аметьево;131
8;9;Аметьево;Горки;118
9;10;Горки;Проспект победы;129
