id_entrance;name;id_station;direction;lat;lon;max_width;min_step;min_step_ramp;lift;lift_minus_step;min_rail_width;max_rail_width;max_angle
17150;;9;both;55.75899992;37.62601578;720;20;20;0;0;0;0;0
17160;;9;both;55.7593702799999;37.62839135;720;30;30;0;0;0;0;0
17170;;157;both;55.6744681698;37.761166102;720;73;29;0;0;490;885;19
17180;;157;both;55.6767079649;37.7618195834;720;71;29;0;0;415;860;18
17190;;157;both;55.6770421882;37.7619442936;720;70;60;0;0;415;860;18
17200;;157;both;55.6771419564;37.7622934822;720;64;29;0;0;415;860;18
17210;;157;both;55.6770920723;37.7629469636;720;60;29;0;0;420;880;20
17220;;157;both;55.676867594;37.763221326;720;56;56;0;0;0;0;0
17230;;84;in;55.740615;37.65641665;740;43;39;0;0;0;800;26
17231;;84;out;55.740615;37.65641665;740;43;43;0;0;0;0;0
17240;;84;in;55.74120492;37.65660879;740;43;39;0;0;0;800;26
17241;;84;out;55.74120492;37.65660879;740;43;43;0;0;0;0;0
17250;;217;both;55.79350025;37.61696628;730;41;0;1;27;410;820;19
17251;;217;both;55.7937876;37.6171181;730;43;0;1;36;410;860;22
17260;;217;both;55.79353829;37.6158093;730;42;0;1;28;305;680;21
17261;;217;both;55.7937424;37.6160021;730;44;30;1;30;410;820;19
17270;;217;both;55.7970336031;37.6169924503;730;46;0;0;0;0;820;5
17280;;159;both;55.65130297;37.7437289;590;73;37;0;0;420;800;21
17290;;159;both;55.65102829;37.74383299;590;74;74;0;0;0;0;0
17300;;159;both;55.64921691;37.74384822;725;71;33;0;0;420;800;19
17310;;159;both;55.64890005;37.74396929;725;72;72;0;0;0;0;0
17320;;159;both;55.64929548;37.74450176;725;64;64;0;0;0;0;0
17330;;159;both;55.64901079;37.74462349;725;64;33;0;0;420;800;19
17340;;159;both;55.65124937;37.74305776;590;73;37;0;0;420;800;21
17350;;159;both;55.65094476;37.74317959;590;74;74;0;0;0;0;0
17360;В сторону области;34;both;55.77120255;37.59448817;790;102;1;0;0;400;880;20
17370;В сторону центра;34;both;55.76924023;37.59659818;790;26;0;0;0;420;900;20
17380;;86;;55.88621566;37.66125278;;;;;;;;
17390;;86;;55.88816329;37.66156037;;;;;;;;
17400;;189;;55.74802141;37.53289211;;;;;;;;
17410;;137;;55.78151108;37.59860764;;;;;;;;
17420;;137;;55.78205814;37.59914148;;;;;;;;
17430;;137;;55.78194596;37.59827569;;;;;;;;
17440;Дубравная ул. (запад);213;both;55.8461813568;37.3593954945;800;60;60;1;29;0;0;0
17441;Митинская ул., к-тр Люксор;213;both;55.8464952634;37.3593077853;800;61;31;1;31;400;900;0
17450;Митинская ул. (север);213;both;55.8463983217;37.3611081321;800;76;31;1;31;400;900;0
17460;Митинская ул. (юг);213;both;55.8448749514;37.3634301177;800;57;57;0;0;0;0;0
17461;Митинская ул. (юг);213;both;55.8447687771;37.3637163267;800;59;27;0;0;0;0;0
17470;Дубравная ул. (восток);213;both;55.8470122861;37.360568028;800;67;31;1;31;400;900;21
17480;Митинская ул. (юг);213;both;55.8455627761;37.363924059;800;71;27;0;0;400;900;0
17490;Дубравная ул. (восток);213;both;55.8467860887;37.3612558528;800;69;31;1;31;400;900;21
17500;Дубравная ул. (запад);213;both;55.8461028802;37.3601202495;800;61;61;1;31;0;0;0
17501;Дубравная ул. (запад);213;both;55.8460521011;37.3605634118;800;65;31;1;31;400;900;0
17510;на Ярцевскую ул.;65;in;55.7411976639;37.4157678381;730;47;0;0;0;0;0;0
17511;на Ярцевскую ул.;65;out;55.7412984049;37.415937083;730;0;0;0;0;0;0;0
17520;на Ельнинскую ул.;65;in;55.7402104025;37.4179720504;730;43;0;0;0;0;0;0
17521;на Ельнинскую ул.;65;out;55.7403474102;37.4181654731;730;0;0;0;0;0;0;0
17530;Крокус Экспо;215;both;55.82347788;37.38508791;0;26;0;0;0;400;900;0
17540;;144;;55.68195201;37.62205501;;;;;;;;
17550;;144;;55.68224267;37.62157133;;;;;;;;
17560;;144;;55.68217592;37.62143809;;;;;;;;
17570;;144;;55.68424097;37.62270092;;;;;;;;
17580;;145;;55.67302008;37.61040011;;;;;;;;
17590;;145;;55.67287389;37.61107274;;;;;;;;
17600;;146;;55.66342236;37.60607666;;;;;;;;
17610;;146;;55.66359784;37.60696314;;;;;;;;
17620;;146;;55.66215183;37.60418954;;;;;;;;
17630;;146;;55.6619535;37.60520902;;;;;;;;
17640;;146;;55.66386424;37.6060611;;;;;;;;
17650;;79;in;55.7522557;37.8144915;720;64;27;0;0;355;780;18
17651;;79;out;55.7522557;37.8144915;720;37;0;0;0;355;780;18
17652;;79;in;55.7521484;37.8152651;720;64;27;0;0;410;920;20
17653;;79;out;55.7521484;37.8152651;720;37;0;0;0;410;920;20
17660;;79;in;55.7517192;37.8150193;720;64;64;0;0;0;0;0
17661;;79;out;55.7517192;37.8150193;720;37;37;0;0;0;0;0
17662;;79;in;55.7518222;37.8143058;720;62;27;0;0;355;780;18
17663;;79;out;55.7518222;37.8143058;720;35;0;0;0;355;780;18
17670;;79;both;55.751274;37.818077;720;55;33;0;0;310;760;21
17671;;79;both;55.751189;37.818662;720;56;34;0;0;310;760;21
17680;;79;both;55.751673;37.818253;720;58;36;0;0;310;760;21
17681;;79;both;55.751582;37.818878;720;58;36;0;0;310;760;21
17690;;186;both;55.745975086;37.8661730419;800;74;67;1;67;0;0;6
17700;;186;both;55.74429364;37.8659852208;800;67;67;1;67;0;0;0
17710;;186;both;55.7438643347;37.8631500166;800;67;67;1;67;0;0;0
17720;;186;both;55.7441952575;37.862935364;800;67;67;1;67;0;0;0
17730;;186;both;55.745460814;37.8624076761;800;74;67;1;67;0;0;6
17740;На Пятницкую улицу, Садовнический проезд;31;both;55.7422929173;37.6292190282;800;1;1;0;0;0;0;0
17750;;68;;55.77966467;37.60125225;;;;;;;;
17760;;109;;55.60145829;37.55292884;;;;;;;;
17770;;109;;55.60200441;37.55302095;;;;;;;;
17780;;103;;55.66958861;37.55351264;;;;;;;;
17790;;103;;55.66941708;37.55402839;;;;;;;;
17800;;103;;55.67117212;37.55523449;;;;;;;;
17810;;103;;55.67101034;37.55573453;;;;;;;;
17820;ул. Крымский Вал;98;in;55.7292067126;37.6110303752;720;0;0;0;0;0;0;0
17821;ул. Крымский Вал;98;out;55.7293121391;37.6110470215;720;0;0;0;0;0;0;0
17830;ул. Большая Якиманка;98;in;55.7312930478;37.6128503697;720;0;0;0;0;0;0;0
17831;ул. Большая Якиманка;98;out;55.7311765237;37.6128503697;730;0;0;0;0;0;0;0
17840;;124;;55.79392714;37.49230946;;;;;;;;
17850;;124;;55.79411283;37.49204622;;;;;;;;
17860;;124;;55.79411614;37.49261529;;;;;;;;
17870;;124;;55.79432556;37.49244687;;;;;;;;
17880;;124;;55.79280721;37.49425364;;;;;;;;
17890;;124;;55.79265829;37.49474678;;;;;;;;
17900;;124;;55.79306079;37.49490746;;;;;;;;
17910;;124;;55.79285197;37.49505972;;;;;;;;
17920;В сторону области;22;in;55.6121228407;37.6959319427;790;3;0;0;0;0;0;5
17921;В сторону области;22;out;55.6122304689;37.6958160355;590;3;0;0;0;0;0;5
17930;В сторону центра, из стеклянных дверей налево. К парку Царицыно.;22;both;55.6137455425;37.6934730527;790;47;47;0;0;0;0;0
17940;В сторону центра, из стеклянных дверей направо. К автостанции.;22;both;55.6142091716;37.6940360309;790;48;22;0;0;430;880;20
17950;;131;;55.86246675;37.6044457;;;;;;;;
17960;;131;;55.86437159;37.60530947;;;;;;;;
17970;;131;;55.86417812;37.60608948;;;;;;;;
17980;;131;;55.86268674;37.60364124;;;;;;;;
17990;;10;both;55.7570818299999;37.61431331;730;49;49;0;0;0;0;0
18000;;10;both;55.7569047;37.6145575199999;730;49;49;0;0;0;0;0
18010;;10;both;55.75734121;37.61472345;730;49;23;0;0;415;815;23
18020;;10;both;55.75722357;37.6150696099999;730;49;49;0;0;0;0;0
18030;;10;both;55.7568574;37.6157775499999;730;56;32;0;0;415;815;25
18040;;10;both;55.75612198;37.6176871099999;730;58;58;0;0;0;0;0
18050;;10;both;55.7568813199999;37.6156742;730;56;32;0;0;415;815;25
18060;В сторону центра;30;in;55.7314059127;37.6360658364;800;1;1;0;0;0;0;0
18061;В сторону центра;30;out;55.7313562382;37.6366536518;590;1;1;0;0;0;0;0
18062;В сторону центра;30;out;55.7314638664;37.6360409991;590;1;1;0;0;0;0;0
18063;В сторону центра;73;in;55.7314059127;37.6360658364;800;1;1;0;0;0;0;0
18064;В сторону центра;73;out;55.7313562382;37.6366536518;590;1;1;0;0;0;0;0
18065;В сторону центра;73;out;55.7314638664;37.6360409991;590;1;1;0;0;0;0;0
18070;В сторону области, выход к Аэроэкспрессам;30;out;55.72979183;37.63869678;590;0;0;0;0;0;0;0
18071;В сторону области, выход в здание вокзала;30;both;55.7296259082;37.6398162645;800;9;0;0;0;310;560;20
18080;;13;in;55.73528017;37.59309609;740;41;41;0;0;0;0;0
18081;;76;both;55.73528017;37.59309609;740;0;0;0;0;0;0;0
18082;;13;out;55.73528017;37.59309609;740;21;21;0;0;0;0;0
18090;;13;in;55.7362217499999;37.5950286599999;720;59;59;0;0;0;0;0
18091;;13;out;55.7362217499999;37.5950286599999;720;60;60;0;0;0;0;0
18100;улица Генерала Ермолова;165;both;55.7365697745;37.5168878381;0;29;12;0;0;310;670;0
18110;Парк Победы;165;both;55.7358180205;37.5171017988;0;51;31;0;0;330;620;0
18120;Триумфальная арка;165;both;55.7363269001;37.517630918;0;49;33;0;0;330;620;0
18130;Парк Победы;165;both;55.7359365663;37.5178043997;0;48;0;0;0;260;620;0
18140;площадь Победы;165;both;55.736653624;37.5174053918;0;39;0;0;0;310;670;0
18150;;50;;55.78848306;37.74946026;;;;;;;;
18160;;52;;55.79566675;37.79892774;;;;;;;;
18170;;52;;55.79368192;37.79905142;;;;;;;;
18180;;52;;55.79567905;37.79972847;;;;;;;;
18190;;52;;55.79370434;37.79978072;;;;;;;;
18200;;80;both;55.7509784;37.7841057;720;59;24;0;0;325;790;19
18201;;80;both;55.7512271;37.7843379;720;58;58;0;0;0;0;0
18210;;80;both;55.7505691;37.7847455;720;58;24;0;0;310;865;17
18211;;80;both;55.7507838;37.7850613;720;58;24;0;0;310;865;17
18220;;80;both;55.7511507;37.7850557;720;58;24;0;0;325;790;19
18221;;80;both;55.7512811190738;37.784681354429;720;57;24;0;0;325;790;19
18230;;80;both;55.7517542;37.7884106;720;62;24;0;0;310;865;17
18240;;80;both;55.7513617;37.7884246;720;60;24;0;0;310;865;17
18250;;133;;55.83662354;37.57551062;;;;;;;;
18260;;155;both;55.6926108906;37.729917778;720;82;32;0;0;320;775;23
18270;;155;both;55.6928215738;37.7299276538;720;82;32;0;0;315;780;23
18280;;155;both;55.6927721949;37.7303621878;720;22;0;0;0;320;770;23
18290;;155;both;55.6923409528;37.7305333678;720;80;32;0;0;320;770;25
18300;;155;both;55.692594431;37.7306617529;720;82;60;0;0;320;770;23
18310;Малая Филевская ул. (запад);63;out;55.73589993;37.4668050685;550;28;0;0;0;0;0;0
18311;Малая Филевская ул. (запад);63;in;55.7359567218;37.466773265;550;28;0;0;0;0;0;0
18320;Малая Филевская ул. (восток);63;out;55.7360226003;37.4675138303;550;28;0;0;0;0;0;0
18321;Малая Филевская ул. (восток);63;in;55.7360748488;37.4674888419;550;28;0;0;0;0;0;0
18330;;128;;55.86168035;37.43613001;;;;;;;;
18340;;128;;55.85973432;37.43680499;;;;;;;;
18350;;83;both;55.74717466;37.68072713;720;38;38;0;0;0;0;0
18351;;152;both;55.74717466;37.68072713;720;54;40;0;0;480;870;19
18360;;32;both;55.75660529;37.61960573;700;0;0;0;0;0;0;0
18361;;45;both;55.7566052899999;37.61960573;700;0;0;0;0;0;0;0
18370;;45;both;55.7565205;37.62341411;700;0;0;0;0;0;0;0
18380;;123;;55.77746076;37.51704334;;;;;;;;
18390;;123;;55.77762876;37.51707189;;;;;;;;
18400;;123;;55.77707561;37.51723441;;;;;;;;
18410;;123;;55.77764475;37.51773176;;;;;;;;
18420;;123;;55.77759251;37.52122227;;;;;;;;
18430;;123;;55.7780785;37.52123512;;;;;;;;
18440;;123;;55.77795791;37.52090306;;;;;;;;
18450;;123;;55.77762388;37.52165227;;;;;;;;
18460;;141;;55.73685353;37.61859564;;;;;;;;
18470;;150;;55.61074533;37.60407441;;;;;;;;
18480;;150;;55.61362405;37.60426606;;;;;;;;
18490;;150;;55.61152812;37.60437014;;;;;;;;
18500;;150;;55.61128212;37.60436362;;;;;;;;
18510;;150;;55.61356032;37.60481436;;;;;;;;
18520;;150;;55.61150486;37.60291738;;;;;;;;
18530;;150;;55.6108634;37.60272776;;;;;;;;
18540;;150;;55.61168362;37.60315622;;;;;;;;
18550;;3;both;55.7961978777957;37.7134335467632;730;51;51;0;0;0;0;0
18560;;3;both;55.7962752201329;37.713889310424;730;51;24;0;0;310;805;25
18561;;3;both;55.7959000442787;37.7135169017192;730;58;24;0;0;410;1100;18
18562;;3;both;55.7952955213488;37.7138411901981;730;64;24;0;0;410;1100;18
18563;;3;both;55.7951955506994;37.7141801239631;730;62;24;0;0;410;1100;18
18564;;3;both;55.7955636766469;37.7148370696557;730;53;24;0;0;410;1100;18
18565;;3;both;55.7952508286196;37.7148579914931;730;53;53;0;0;410;1100;18
18570;;3;both;55.7969098399999;37.71701697;750;53;53;0;0;0;0;0
18580;;3;both;55.7959609099999;37.7170028099999;750;53;53;0;0;0;0;0
18590;;3;both;55.79682502;37.71657837;750;53;24;0;0;405;890;24
18600;;3;both;55.79607044;37.71755995;750;57;24;0;0;395;705;17
18601;;3;both;55.7963590350317;37.7174209073593;750;58;58;0;0;0;0;0
18602;;3;both;55.7964330539683;37.7173859684393;750;58;58;0;0;0;0;0
18610;;115;both;55.7316390180461;37.6640246855337;720;23;4;0;0;300;870;20
18611;;115;both;55.7317647702203;37.6644483285638;720;23;23;0;0;0;0;0
18612;;115;both;55.7314834477855;37.6641720396311;720;24;24;0;0;0;0;0
18613;;115;both;55.7313952910294;37.6642388094565;720;24;24;0;0;0;0;0
18620;;115;both;55.73117528;37.66451377;720;22;22;0;0;0;0;0
18630;;115;both;55.73132245;37.66501164;720;22;4;0;0;300;870;20
18640;;115;both;55.73244426;37.66796565;720;37;37;0;0;0;0;0
18650;;115;both;55.7318835477;37.6678189177;720;36;11;0;0;300;870;20
18660;;115;both;55.73222956;37.66837582;720;37;11;0;0;300;870;20
18670;;18;both;55.6766064899999;37.50458562;720;52;52;0;0;0;0;0
18680;;18;both;55.67665196;37.5046874;720;52;52;0;0;0;0;0
18690;;18;both;55.6763650299999;37.50507477;720;52;24;0;0;330;775;22
18700;;18;both;55.6763122899999;37.50496789;720;52;24;0;0;320;775;22
18710;;18;both;55.6758866099999;37.5052423899999;720;52;24;0;0;320;775;22
18720;;18;both;55.67622491;37.5058421999999;720;52;24;0;0;320;775;22
18730;;18;both;55.6779292499999;37.5073736499999;720;36;36;0;0;0;0;0
18740;;93;;55.78188586;37.6331997;;;;;;;;
18750;;93;;55.77964333;37.63364691;;;;;;;;
18760;;102;;55.67728581;37.56167618;;;;;;;;
18770;;102;;55.67706036;37.56230539;;;;;;;;
18780;;102;;55.67887984;37.56338578;;;;;;;;
18790;;102;;55.67867549;37.56406322;;;;;;;;
18800;;119;in;55.765699977;37.6041261385;790;46;14;0;0;320;750;20
18800;;119;out;55.765699977;37.6041261385;550;46;14;0;0;320;750;20
18810;;119;in;55.7648699982;37.6063946094;790;35;35;0;0;0;0;0
18811;;119;out;55.7648699982;37.6063946094;550;35;35;0;0;0;0;0
18812;;119;in;55.7647478816;37.6060696551;790;40;40;0;0;0;0;0
18813;;119;out;55.7647478816;37.6060696551;550;40;40;0;0;0;0;0
18830;;119;in;55.76528854;37.60503414;790;39;14;0;0;320;750;20
18831;;119;out;55.76528854;37.60503414;550;39;14;0;0;320;750;20
18832;;119;in;55.7650831848;37.6054280256;790;51;51;0;0;0;0;0
18833;;119;out;55.7650831848;37.6054280256;550;51;51;0;0;0;0;0
18840;Митинская ул. (восток);212;both;55.8544891739;37.3543182246;800;74;29;1;29;400;900;5
18850;Митинская ул. (восток);212;both;55.8549780472;37.3546682821;800;67;29;1;29;400;900;5
18860;Митинская ул. (запад);212;both;55.8552617145;37.3529662785;800;70;63;1;63;400;900;5
18861;Митинская ул. (запад);212;both;55.8548694087;37.3527791788;800;73;29;1;29;400;900;5
18870;Журавская ул., Пятницкое шоссе;212;in;55.857135954;37.3551357166;800;0;0;0;0;0;0;0
18871;Журавская ул., Пятницкое шоссе;212;out;55.8571752765;37.3550472409;850;0;0;0;0;0;0;0
18880;В область;41;in;55.8557081836;37.4756698337;720;43;0;0;0;0;0;0
18881;В область;41;out;55.8557288814;37.4758395551;550;0;0;0;0;0;0;0
18890;В центр;41;in;55.85425309;37.47662482;720;44;0;0;0;0;0;0
18891;В центр;41;out;55.8542924591;37.4768206274;550;0;0;0;0;0;0;0
18900;;92;;55.79249636;37.6361992;;;;;;;;
18910;;152;both;55.74646421;37.67912107;720;32;0;0;0;480;680;19
18911;;83;both;55.74646421;37.67912107;720;29;10;0;0;399;680;17
18912;;152;both;55.7469515;37.6801577;720;28;0;0;0;480;870;19
18913;;83;both;55.7469515;37.6801577;720;24;10;0;0;480;870;19
18920;;152;both;55.74649074;37.68126758;720;32;0;0;0;480;870;19
18921;;83;both;55.74649074;37.68126758;720;29;10;0;0;480;870;19
18930;;111;;55.71619868;37.79269703;;;;;;;;
18940;;111;;55.71784294;37.79386273;;;;;;;;
18950;;136;;55.79413382;37.58885965;;;;;;;;
18960;;136;;55.79411317;37.58716325;;;;;;;;
18970;;88;;55.85614989;37.65381879;;;;;;;;
18980;;88;;55.85477625;37.65122993;;;;;;;;
18990;;88;;55.85453758;37.65173168;;;;;;;;
19000;;88;;55.85579626;37.65441699;;;;;;;;
19010;;147;;55.65160393;37.59808668;;;;;;;;
19020;;147;;55.65147017;37.59817538;;;;;;;;
19030;;147;;55.65091317;37.59863774;;;;;;;;
19040;;147;;55.65121768;37.59871272;;;;;;;;
19050;;49;;55.78315566;37.71929008;;;;;;;;
19060;;142;;55.72660664;37.6247936;;;;;;;;
19070;;142;;55.72698932;37.62539231;;;;;;;;
19080;Рублевское шоссе;216;both;55.72877767;37.46914579;800;37;37;0;0;0;0;0
19090;Кутузовский проспект;216;both;55.72922861;37.47269256;730;76;51;0;0;0;0;0
19100;Кутузовский проспект;216;both;55.72997248;37.47308133;730;78;53;0;0;0;0;0
19110;улица Герасима Курина;216;both;55.73078589;37.47251701;730;62;37;0;0;0;0;0
19120;Смоленская площадь;56;in;55.748907956;37.582240876;550;0;0;0;0;0;0;0
19121;Смоленская площадь;56;out;55.7489349931;37.5818275939;550;55;0;0;0;0;0;0
19130;Арбат, Трилинский переулок;43;in;55.7479021458;37.5838150783;750;0;0;0;0;0;0;0
19140;На мост, на юг, по лестнице направо;38;in;55.8044792389;37.5144035606;730;54;22;0;0;380;820;20
19141;На мост, на юг, по лестнице налево;38;out;55.8044378434;37.514627096;730;54;54;0;0;0;0;0
19150;На мост, на север к Метромаркету, по лестнице налево.;38;in;55.8055306834;37.5150493297;730;34;34;0;0;0;0;0
19151;На мост, на север к Метромаркету, по лестнице направо.;38;out;55.8054396134;37.5153473769;730;34;34;0;0;0;0;0
19160;В сторону центра, из стеклянных дверей направо, потом направо. К пожарной части;38;out;55.8043722;37.51579177;730;61;0;0;0;370;520;20
19170;В сторону центра, из стеклянных дверей налево, потом налево;38;out;55.80510674;37.51634813;730;59;0;0;0;290;520;20
19180;В сторону центра, из стеклянных дверей налево, потом направо;38;out;55.8050706;37.51651906;730;60;0;0;0;360;520;20
19190;В сторону центра, из стеклянных дверей направо, потом налево. К пожарной части;38;out;55.80433601;37.51596283;730;60;0;0;0;360;520;20
19200;;4;both;55.78930272;37.67989579;730;39;39;0;0;0;0;0
19210;;4;both;55.78922056;37.67947141;730;39;39;0;0;0;0;0
19220;;15;both;55.72244671;37.56204223;730;0;0;0;0;0;0;0
19230;;15;both;55.72401129;37.56583549;730;0;0;0;0;0;0;0
19240;;219;both;55.76611907;37.6371236499999;790;45;0;0;0;290;905;20
19241;;8;in;55.7661190699999;37.6371236499999;750;47;22;0;0;290;630;18
19242;;8;out;55.7661190699999;37.6371236499999;750;25;0;0;0;290;630;18
19243;;95;both;55.7661190699999;37.6371236499999;790;68;23;0;0;290;905;20
19244;;219;both;55.7664223488103;37.6366796893483;790;45;0;0;0;285;950;20
19245;;8;in;55.7664223488103;37.6366796893483;750;47;22;0;0;285;950;20
19246;;8;out;55.7664223488103;37.6366796893483;750;25;0;0;0;285;950;20
19247;;95;both;55.7664223488103;37.6366796893483;790;68;23;0;0;285;950;20
19250;;219;both;55.76567532;37.6375741499999;790;41;21;0;0;405;905;20
19251;;8;in;55.76567532;37.6375741499999;750;43;43;0;0;0;0;0
19252;;8;out;55.76567532;37.6375741499999;750;21;21;0;0;0;0;0
19253;;95;both;55.7656753199999;37.6375741499999;790;64;44;0;0;405;905;20
19260;Строгинский бульвар (запад);211;both;55.8036358091;37.4013830402;940;41;34;0;0;0;0;0
19261;Строгинский бульвар (запад);211;both;55.8038234711;37.4004916456;940;44;0;0;0;0;0;0
19270;Строгинский бульвар (запад);211;both;55.8043523369;37.4018394001;940;37;37;0;30;0;0;0
19271;Строгинский бульвар (запад);211;both;55.8045399989;37.4009437405;940;36;36;0;30;0;0;0
19280;Строгинский бульвар (восток);211;both;55.8030259075;37.4042491512;940;75;68;1;30;0;0;0
19281;Строгинский бульвар (восток);211;both;55.8028382455;37.4051405458;940;74;67;1;30;0;0;0
19290;Строгинский бульвар (восток);211;both;55.803716845;37.4047268364;940;67;67;1;30;0;0;0
19291;Строгинский бульвар (восток);211;both;55.8035206529;37.4056310261;940;65;30;1;30;0;0;0
19300;Киевская улица;58;in;55.7388971564;37.5483342554;730;23;0;0;0;0;0;0
19301;Киевская улица;58;out;55.7388652216;37.5482327484;570;23;0;0;0;0;0;0
19302;Киевская улица;58;out;55.7389290912;37.5484836646;550;23;0;0;0;0;0;0
19310;;94;;55.77224956;37.63213219;;;;;;;;
19320;;94;;55.77237426;37.63285039;;;;;;;;
19330;;127;;55.85141111;37.43851327;;;;;;;;
19340;;127;;55.85156162;37.43886414;;;;;;;;
19350;;127;;55.84960327;37.43922702;;;;;;;;
19360;;127;;55.84942204;37.43921994;;;;;;;;
19370;;127;;55.85162836;37.44011583;;;;;;;;
19380;;127;;55.85153585;37.44040757;;;;;;;;
19390;;127;;55.84975135;37.44068034;;;;;;;;
19400;;127;;55.84931835;37.44075734;;;;;;;;
19410;;127;;55.84969875;37.44084196;;;;;;;;
19420;;72;both;55.73943829;37.65295616;740;28;28;0;0;0;0;0
19430;;72;both;55.73972482;37.65336779;740;32;32;0;0;0;0;0
19440;;116;both;55.73944729;37.653612;740;30;30;0;0;0;0;0
19450;;116;in;55.7422444774;37.6537130213;750;0;0;0;0;0;0;0
19451;;116;out;55.7423709601;37.6535205476;750;0;0;0;0;0;0;0
19460;К макдональдсу;33;in;55.7652963714;37.6040681849;790;44;44;0;0;0;0;0
19461;К макдональдсу;33;out;55.7652963714;37.6040681849;550;44;44;0;0;0;0;0
19462;На Тверскую, западную сторону, в направлении области;33;in;55.7652963714;37.6040681849;790;43;43;0;0;310;750;20
19463;На Тверскую, западную сторону, в направлении области;33;out;55.7652963714;37.6040681849;550;43;43;0;0;310;750;20
19470;На Тверской бульвар со стороны центра;33;in;55.7642594152;37.6056629448;790;44;44;0;0;0;0;0
19471;На Тверской бульвар со стороны центра;33;out;55.7642594152;37.6056629448;550;44;44;0;0;0;0;0
19472;На Тверскую, западную сторону, в направлении центра;33;in;55.7642490664;37.605770573;790;44;44;0;0;0;0;0
19473;На Тверскую, западную сторону, в направлении центра;33;out;55.7642490664;37.605770573;550;44;44;0;0;0;0;0
19474;На Тверскую, восточную сторону, в направлении области;33;out;55.76572;37.60419;550;46;14;0;0;0;0;0
19475;На Тверскую, восточную сторону, в направлении области;33;out;55.76572;37.60419;550;46;14;0;0;0;0;0
19480;;32;both;55.7588446199999;37.6178125799999;790;36;36;0;0;0;0;0
19481;;10;both;55.7588446199999;37.6178125799999;790;36;36;0;0;0;0;0
19490;;113;;55.70853364;37.72872186;;;;;;;;
19500;;113;;55.70953473;37.73313261;;;;;;;;
19510;;113;;55.70895313;37.73365898;;;;;;;;
19520;;113;;55.70838745;37.72992153;;;;;;;;
19530;;113;;55.70952738;37.73366842;;;;;;;;
19540;;113;;55.70895312;37.73312791;;;;;;;;
19560;;107;;55.61984711;37.50527078;;;;;;;;
19570;;107;;55.61966318;37.50613422;;;;;;;;
19580;;107;;55.6196344;37.50719067;;;;;;;;
19590;;107;;55.61743843;37.50801302;;;;;;;;
19600;;107;;55.6177689;37.50847267;;;;;;;;
19610;;134;;55.81717587;37.57519065;;;;;;;;
19620;;134;;55.81901127;37.57506013;;;;;;;;
19640;К Большой Ордынке;97;;55.74078928;37.62562571;590;33;1;0;0;320;680;20
19641;К Большой Ордынке;85;;55.74078928;37.62562571;590;33;1;0;0;320;680;20
19650;;166;both;55.76777678;37.62192832;720;46;46;0;0;0;0;0
19651;;138;both;55.7716617;37.6207581;720;25;25;0;0;0;0;0
19660;;143;;55.70788765;37.62246465;;;;;;;;
19670;;143;;55.70966883;37.62257107;;;;;;;;
19680;;95;both;55.76549284;37.6364574799999;790;76;23;0;0;405;905;20
19681;;8;in;55.7654928399999;37.6364574799999;750;55;22;0;0;405;905;20
19682;;8;out;55.7654928399999;37.6364574799999;750;33;0;0;0;405;905;20
19683;;219;both;55.7654928399999;37.6364574799999;790;53;0;0;0;405;905;20
19690;;95;both;55.76526629;37.6369648599999;790;76;23;0;0;405;905;20
19691;;8;in;55.76526629;37.6369648599999;750;55;22;0;0;405;905;20
19692;;8;out;55.76526629;37.6369648599999;750;33;0;0;0;405;905;20
19693;;219;both;55.7652662899999;37.6369648599999;790;53;0;0;0;405;905;20
19700;;126;;55.82567189;37.4360318;;;;;;;;
19710;;126;;55.82553732;37.43702246;;;;;;;;
19720;;126;;55.82741539;37.43738336;;;;;;;;
19730;;126;;55.82824765;37.43804678;;;;;;;;
19740;;194;;55.54233789;37.53206874;;;;;;;;
19750;;121;;55.76585678;37.56086703;;;;;;;;
19760;;121;;55.76564062;37.56026433;;;;;;;;
19770;;162;;55.59431083;37.60103346;;;;;;;;
19780;;1;both;55.81497611;37.73222738;740;52;26;0;0;420;985;18
19790;;1;both;55.81551526;37.73285329;740;63;23;0;0;420;985;18
19800;;1;both;55.81323101;37.73519647;740;37;33;0;0;420;985;20
19810;;1;both;55.81341854;37.73515826;740;34;0;0;0;420;985;20
19820;;121;;55.76400274;37.56227183;;;;;;;;
19850;;162;;55.59582775;37.60017771;;;;;;;;
19860;;162;;55.59443424;37.60039118;;;;;;;;
19870;;162;;55.59608284;37.60100749;;;;;;;;
19880;;162;;55.59420603;37.60182793;;;;;;;;
19890;;162;;55.59568282;37.60267186;;;;;;;;
19910;;1;both;55.81415332;37.73566288;740;39;0;0;0;420;985;18
19930;;192;;55.54816066;37.55272636;;;;;;;;
19940;;191;;55.5688;37.5754;;;;;;;;
19950;;17;both;55.69187482;37.53479397;725;21;21;0;0;0;0;0
19960;;17;both;55.69334808;37.53451249;725;0;0;0;0;0;0;0
19970;Минская улица (восток);62;in;55.7395809452;37.4837270937;550;31;0;0;0;0;0;0
19971;Минская улица (восток);62;out;55.7395809452;37.4837270937;530;31;0;0;0;0;0;0
19980;Минская улица (запад);62;in;55.7394384306;37.4830528902;550;29;0;0;0;0;0;0
19981;Минская улица (запад);62;out;55.73939458;37.4830857782;540;29;0;0;0;0;0;0
