id_entrance;meetcode;name_ru;name_en;id_station;direction;lat;lon;max_width;min_step;min_step_ramp;lift;lift_minus_step;min_rail_width;max_rail_width;max_angle;escalator;time
130000;2;"Красный пр-т, ""Эльдорадо"", ЗУМ, ТЦ ""Калина"", Приборостроительный завод";"Krasnyj prospekt, ""Eldorado"", ZUM, ""Kalina"" shopping mall, Priborostroitelnyj zavod";1;both;55.0605335;82.9126079;720;41;0;0;0;370;990;25;1;201
130020;1;Красный пр-т, ул. Перевозчикова;Krasnyi prospekt, ul. Perevozchikova;1;both;55.0601263;82.9117573;710;29;0;0;0;370;1000;27;1;189
130030;4;"Красный пр-т, ул. Дуси Ковальчук, Сквер ""Лучистый""";"Krasnyj prospekt, ul. Dusi Kovalchuk, ""Luchistyj"" public garden";1;both;55.0586885;82.9134869;720;64;36;0;0;370;990;30;0;124
130040;3;"Красный пр-т, ТРК ""Ройял Парк""";"Krasnyj prospekt, ""Royal Park"" shopping mall";1;both;55.0584547;82.9123794;720;68;37;0;0;370;990;26;0;128
130050;2;"Красный пр-т, ул. Кропоткина, ""Спортмастер"", ТЦ ""Океан""";"Krasnyj prospekt, ul. Kropotkina, ""Sportmaster"" sport shop, ""Okean"" shopping mall";2;both;55.0524928;82.9147463;720;56;0;0;0;370;990;26;0;116
130060;1;"Красный пр-т, ул. Кропоткина, ТРК ""Ройял Парк""";"Krasnyj prospekt, ul. Kropotkina, ""Royal Park"" shopping mall";2;both;55.0520845;82.9140949;720;57;0;0;0;370;990;25;0;117
130070;4;Красный пр-т, ул. Линейная, ул. Писарева, Институт ФСБ;Krasnyj prospekt, ul. Linejnaja, ul. Pisareva, Institut FSB;2;both;55.0501931;82.9154169;720;57;26;0;0;370;990;26;0;117
130080;3;"Красный пр-т, ж/д станция, БЦ ""Зеленые купола"", ул. Писарева";"Krasnyj prospekt, railway station, ""Zelenye kupola"" business center, ul. Pisareva";2;both;55.0501126;82.9145641;720;55;26;0;0;370;990;25;0;115
130090;2;Красный пр-т, Новосибирский авиационно-технический колледж;Krasnyj prospekt, Novosibirskij aviatechnical college;3;both;55.0426224;82.917584;720;59;30;0;0;370;990;25;0;119
130091;2;Красный пр-т, Новосибирский авиационно-технический колледж;Krasnyj prospekt, Novosibirskij aviatechnical college;10;both;55.0426224;82.917584;720;33;4;0;0;370;990;25;1;193
130100;7;"Красный пр-т, ул. Гоголя, ул. Мичурина, ТРЦ ""Галерея Новосибирск""";"Krasnyj prospekt, ul. Gogolja, ul. Michurina, ""Galereja Novosibirsk"" shopping mall";3;both;55.0425823;82.9178136;720;62;30;0;0;370;990;25;0;122
130101;7;"Красный пр-т, ул. Гоголя, ул. Мичурина, ТРЦ ""Галерея Новосибирск""";"Krasnyj prospekt, ul. Gogolja, ul. Michurina, ""Galereja Novosibirsk"" shopping mall";10;both;55.0425823;82.9178136;720;36;4;0;0;370;990;25;1;196
130110;1;Красный пр-т, ул. Гоголя, Цирк, Вознесенский собор, Нарымский сквер;Krasnyj prospekt, ul. Gogolja, Circus, Voznesenskij cathedral, Narymskij public garden;3;both;55.0423217;82.9165905;720;56;30;0;0;360;900;25;0;116
130111;1;Красный пр-т, ул. Гоголя, Цирк, Вознесенский собор, Нарымский сквер;Krasnyj prospekt, ul. Gogolja, Circus, Voznesenskij cathedral, Narymskij public garden;10;both;55.0423217;82.9165905;720;30;4;0;0;360;900;25;1;190
130120;3;Красный пр-т (нечётная сторона), ул. Гоголя, Дом офицеров;Krasnyj prospekt (odd side), ul. Gogolja, Dom oficerov;3;both;55.0418544;82.9167563;720;63;31;0;0;370;580;25;0;123
130121;3;Красный пр-т (чётная сторона), ул. Гоголя, Дом офицеров;Krasnyj prospekt (even side), ul. Gogolja, Dom oficerov;10;both;55.0418544;82.9167563;720;37;5;0;0;370;580;25;1;197
130130;4;Красный пр-т, ул. Гоголя, Дворец бракосочетания;Krasnyj prospekt, ul. Gogolja, Wedding Palace;3;both;55.0418355;82.917807;720;58;30;0;0;370;990;25;0;118
130131;4;Красный пр-т, ул. Гоголя, Дворец бракосочетания;Krasnyj prospekt, ul. Gogolja, Wedding Palace;10;both;55.0418355;82.917807;720;32;4;0;0;370;990;25;1;192
130140;5;Красный пр-т (нечётная сторона), ул. Крылова;Krasnyj prospekt (odd side), ul. Krylova;3;both;55.0403107;82.9172987;720;65;35;0;0;370;990;22;0;125
130150;6;"Красный пр-т (чётная сторона), ул. Крылова, Стадион ""Спартак""";"Krasnyj prospekt (even side), ul. Krylova, ""Spartak"" stadium";3;both;55.0404075;82.9181128;720;70;36;0;0;370;990;22;0;130
130180;8;"ул. Гоголя, ул. Мичурина, ТРЦ ""Галерея Новосибирск"" (официально - вход #1)";"ul. Gogolja, ul. Michurina, ""Galereja Novosibirsk"" Shopping mall (officially #1)";10;both;55.0428735;82.920524;710;35;0;0;0;330;890;27;1;195
