id_from;id_to;name_from;name_to;cost
101;102;Юнгородок;Кировская;3
102;103;Кировская;Безымянка;3
103;104;Безымянка;Победа;3
104;105;Победа;Советская;3
105;106;Советская;Спортивная;3
106;107;Спортивная;Гагаринская;3
107;108;Гагаринская;Московская;3
108;109;Московская;Российская;3
