id_station;id_line;id_node;name_en;name_ru;lat;lon
1;1;1;Prospekt Kosmonavtov;Проспект Космонавтов;56.9017200763;60.6139890277
2;1;2;Uralmash;Уралмаш;56.8887037954;60.6132766598
3;1;3;Mashinostroitelei;Машиностроителей;56.8772865482;60.6121080187
4;1;4;Uralskaya;Уральская;56.8579068617;60.6003423548
5;1;5;Dinamo;Динамо;56.8476334184;60.5994423213
6;1;6;Ploschad 1905 goda;Площадь 1905 года;56.8368342888;60.5992732612
7;1;7;Geologicheskaya;Геологическая;56.8267803553;60.6026077393
8;1;8;Chkalovskaya;Чкаловская;56.8080955939;60.6099267368
9;1;9;Botanicheskaya;Ботаническая;56.797244345;60.6325976475
