id_entrance;meetcode;name_ru;name_en;id_station;direction;lat;lon;max_width;min_step;min_step_ramp;lift;lift_minus_step;min_rail_width;max_rail_width;max_angle;escalator;time
80200;3;Avenue de Provence;Avenue de Provence;4;both;46.52309288;6.60939112;950;0;0;0;0;0;950;4;0;60
80210;2;Avenue de Provence, Giratoire de Malley;Avenue de Provence, Giratoire de Malley;5;both;46.52404927;6.602313386;2000;36;36;0;0;0;0;0;0;96
80220;1;Avenue du Chablais, Gare CFF Prilley-Malley;Avenue du Chablais, Gare CFF Prilley-Malley;5;both;46.52412659;6.60230845;2000;36;36;0;0;0;0;0;0;96
80230;3;Chemin de Malley;Chemin de Malley;5;both;46.52447372;6.603552171;2000;0;0;0;0;0;0;0;0;60
80240;4;Chemin de la Prairie, Chemin de Malley;Chemin de la Prairie, Chemin de Malley;5;both;46.5242763;6.603683782;2000;3;0;0;0;0;1000;17;0;63
80250;5;Chemin de la Prairie, Avenue de Provence;Chemin de la Prairie, Avenue de Provence;5;both;46.52418746;6.603683782;2000;0;0;0;0;0;2000;7;0;60
80260;1;École et Centre de vie enfantine;École et Centre de vie enfantine;6;both;46.52340438;6.589533992;820;19;0;0;0;0;820;7;0;79
80270;4;Route de Chavannes;Route de Chavannes;6;both;46.52353435;6.590957032;2000;0;0;0;0;0;2000;6;0;60
80280;2;Avenue du Chablais, UNIL;Avenue du Chablais, UNIL;6;both;46.52317242;6.589535637;820;19;0;0;0;0;820;7;0;79
80290;3;Avenue du Chablais, bus stop;Avenue du Chablais, bus stop;6;both;46.52319216;6.589790632;2000;21;0;0;0;0;2000;9;0;81
80300;6;Avenue du Chablais;Avenue du Chablais;6;both;46.52344715;6.59099487;2000;9;9;0;0;0;2000;6;0;69
80310;1;Direction de l'UNIL, Bibliothéque, Théâtre La Grange de Dorigny;Direction de l'UNIL, Bibliothéque, Théâtre La Grange de Dorigny;7;both;46.52435856;6.584272856;2000;0;0;0;0;0;2000;5;0;60
80320;2;Route de la Chamberonne, Anthropole, Internef, Extranef;Route de la Chamberonne, Anthropole, Internef, Extranef;7;both;46.52386831;6.585322451;2000;0;0;0;0;0;2000;6;0;60
80330;1;Archives Cantonales, IDHEAP;Archives Cantonales, IDHEAP;8;both;46.52498206;6.578531342;2000;0;0;0;0;0;2000;4;0;60
80340;2;Route de la Sorge;Route de la Sorge;8;both;46.5248669;6.578498439;2000;0;0;0;0;0;2000;4;0;60
80350;3;Rue de la Mouline, Geopolis;Rue de la Mouline, Geopolis;8;both;46.52526503;6.580707853;2000;32;32;0;0;0;2000;4;0;92
80360;5;Route de la Sorge;Route de la Sorge;8;both;46.52495903;6.579923124;2000;0;0;0;0;0;2000;4;0;60
80370;4;Théâtre La Grange de Dorigny;Théâtre La Grange de Dorigny;8;both;46.52513835;6.580819722;2000;0;0;0;0;0;2000;8;0;60
80380;1;CTT;CTT;9;both;46.52195502;6.572546347;820;0;0;0;0;0;2000;6;0;60
80390;2;Avenue Auguste Forel, Cubotron;Avenue Auguste Forel, Cubotron;9;both;46.52168193;6.572612153;820;0;0;0;0;0;2000;6;0;60
80400;3;La Méridienne, Amphimax;La Méridienne, Amphimax;9;both;46.52206689;6.573395236;2000;0;0;0;0;0;2000;4;0;60
80410;4;Amphipôle;Amphipôle;9;both;46.52251765;6.573888776;2000;0;0;0;0;0;2000;4;0;60
80420;5;Route de Praz-Véguey;Route de Praz-Véguey;9;both;46.52263281;6.573878905;2000;0;0;0;0;0;2000;4;0;60
80430;1;Swisstech Convention Centre;Swisstech Convention Centre;10;both;46.52229227;6.564954058;2000;36;0;0;0;0;2000;4;0;96
80440;2;Les Arcades, Swisstech Convention Centre;Les Arcades, Swisstech Convention Centre;10;both;46.52266243;6.565459114;2000;8;0;0;0;0;2000;4;0;68
